Position;TrackName;Artist;Streams;Date;Genre
19;Runaway;AURORA;2414633;25.04.21;['norwegian pop', 'art pop']
20;The Business;Tiësto;2248971;25.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;7042363;26.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6164032;26.04.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;4372973;26.04.21;['pop', 'dance pop']
4;Astronaut In The Ocean;Masked Wolf;3905748;26.04.21;['australian hip hop']
5;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3835627;26.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
6;RAPSTAR;Polo G;3831714;26.04.21;['chicago rap']
7;Levitating (feat. DaBaby);Dua Lipa;3748854;26.04.21;['uk pop', 'pop', 'dance pop']
8;Leave The Door Open;Bruno Mars;3632519;26.04.21;['pop', 'post-teen pop', 'dance pop']
9;deja vu;Olivia Rodrigo;3239296;26.04.21;['pop']
10;Botella Tras Botella;Gera MX;3223164;26.04.21;['mexican hip hop', 'rap conciencia']
11;Fiel;Los Legendarios;3184798;26.04.21;['trap latino', 'reggaeton', 'latin']
12;Heartbreak Anniversary;Giveon;3065929;26.04.21;['pop', 'r&b']
13;drivers license;Olivia Rodrigo;2961494;26.04.21;['pop']
14;telepatía;Kali Uchis;2730081;26.04.21;['colombian pop', 'pop']
15;Blinding Lights;The Weeknd;2640430;26.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;Runaway;AURORA;2576861;26.04.21;['norwegian pop', 'art pop']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2489619;26.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Save Your Tears;The Weeknd;2488907;26.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
19;DÁKITI;Bad Bunny;2420638;26.04.21;['trap latino', 'reggaeton', 'latin']
20;The Business;Tiësto;2368363;26.04.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;7040623;27.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6156984;27.04.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;4494740;27.04.21;['pop', 'dance pop']
4;Astronaut In The Ocean;Masked Wolf;3933354;27.04.21;['australian hip hop']
5;Levitating (feat. DaBaby);Dua Lipa;3832671;27.04.21;['uk pop', 'pop', 'dance pop']
6;RAPSTAR;Polo G;3819639;27.04.21;['chicago rap']
7;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3805991;27.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
8;Leave The Door Open;Bruno Mars;3694453;27.04.21;['pop', 'post-teen pop', 'dance pop']
9;Fiel;Los Legendarios;3285259;27.04.21;['trap latino', 'reggaeton', 'latin']
10;deja vu;Olivia Rodrigo;3263989;27.04.21;['pop']
11;Botella Tras Botella;Gera MX;3073095;27.04.21;['mexican hip hop', 'rap conciencia']
12;Heartbreak Anniversary;Giveon;3070782;27.04.21;['pop', 'r&b']
13;drivers license;Olivia Rodrigo;2981913;27.04.21;['pop']
14;telepatía;Kali Uchis;2765398;27.04.21;['colombian pop', 'pop']
15;Blinding Lights;The Weeknd;2688500;27.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;Runaway;AURORA;2550410;27.04.21;['norwegian pop', 'art pop']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2527168;27.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Pareja Del Año;Sebastian Yatra;2496008;27.04.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
19;Save Your Tears;The Weeknd;2482584;27.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
20;DÁKITI;Bad Bunny;2450426;27.04.21;['trap latino', 'reggaeton', 'latin']
1;MONTERO (Call Me By Your Name);Lil Nas X;7009987;28.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6072231;28.04.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;4555370;28.04.21;['pop', 'dance pop']
4;Astronaut In The Ocean;Masked Wolf;3935242;28.04.21;['australian hip hop']
5;Levitating (feat. DaBaby);Dua Lipa;3856278;28.04.21;['uk pop', 'pop', 'dance pop']
6;RAPSTAR;Polo G;3760391;28.04.21;['chicago rap']
7;Leave The Door Open;Bruno Mars;3703357;28.04.21;['pop', 'post-teen pop', 'dance pop']
8;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3697001;28.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
9;Fiel;Los Legendarios;3309927;28.04.21;['trap latino', 'reggaeton', 'latin']
10;deja vu;Olivia Rodrigo;3252878;28.04.21;['pop']
11;Heartbreak Anniversary;Giveon;3032471;28.04.21;['pop', 'r&b']
12;drivers license;Olivia Rodrigo;2972991;28.04.21;['pop']
13;Botella Tras Botella;Gera MX;2890628;28.04.21;['mexican hip hop', 'rap conciencia']
14;telepatía;Kali Uchis;2756265;28.04.21;['colombian pop', 'pop']
15;Blinding Lights;The Weeknd;2695883;28.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;Pareja Del Año;Sebastian Yatra;2558611;28.04.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
17;Runaway;AURORA;2547354;28.04.21;['norwegian pop', 'art pop']
18;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2500075;28.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
19;Save Your Tears;The Weeknd;2467047;28.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
20;DÁKITI;Bad Bunny;2460925;28.04.21;['trap latino', 'reggaeton', 'latin']
1;MONTERO (Call Me By Your Name);Lil Nas X;6982221;29.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6004467;29.04.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;4713998;29.04.21;['pop', 'dance pop']
4;Astronaut In The Ocean;Masked Wolf;3926975;29.04.21;['australian hip hop']
5;Levitating (feat. DaBaby);Dua Lipa;3882338;29.04.21;['uk pop', 'pop', 'dance pop']
6;Leave The Door Open;Bruno Mars;3745593;29.04.21;['pop', 'post-teen pop', 'dance pop']
7;RAPSTAR;Polo G;3725820;29.04.21;['chicago rap']
8;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3691453;29.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
9;Fiel;Los Legendarios;3362805;29.04.21;['trap latino', 'reggaeton', 'latin']
10;deja vu;Olivia Rodrigo;3256486;29.04.21;['pop']
11;Heartbreak Anniversary;Giveon;3018979;29.04.21;['pop', 'r&b']
12;drivers license;Olivia Rodrigo;2977456;29.04.21;['pop']
13;Botella Tras Botella;Gera MX;2757004;29.04.21;['mexican hip hop', 'rap conciencia']
14;telepatía;Kali Uchis;2727062;29.04.21;['colombian pop', 'pop']
15;Blinding Lights;The Weeknd;2709419;29.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;Pareja Del Año;Sebastian Yatra;2661073;29.04.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
17;Runaway;AURORA;2535059;29.04.21;['norwegian pop', 'art pop']
18;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2506451;29.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
19;DÁKITI;Bad Bunny;2477289;29.04.21;['trap latino', 'reggaeton', 'latin']
20;AM;Nio Garcia;2430275;29.04.21;['trap latino', 'reggaeton', 'latin']
1;MONTERO (Call Me By Your Name);Lil Nas X;7431064;30.04.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6537850;30.04.21;['canadian pop', 'post-teen pop', 'pop']
3;Your Power;Billie Eilish;6239924;30.04.21;['pop', 'electropop']
4;Kiss Me More (feat. SZA);Doja Cat;5175483;30.04.21;['pop', 'dance pop']
5;Levitating (feat. DaBaby);Dua Lipa;4371133;30.04.21;['uk pop', 'pop', 'dance pop']
6;Astronaut In The Ocean;Masked Wolf;4216211;30.04.21;['australian hip hop']
7;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3986580;30.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
8;RAPSTAR;Polo G;3982893;30.04.21;['chicago rap']
9;Leave The Door Open;Bruno Mars;3931158;30.04.21;['pop', 'post-teen pop', 'dance pop']
10;Fiel;Los Legendarios;3739401;30.04.21;['trap latino', 'reggaeton', 'latin']
11;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;3376346;30.04.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
12;deja vu;Olivia Rodrigo;3267379;30.04.21;['pop']
13;Pareja Del Año;Sebastian Yatra;3067747;30.04.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
14;drivers license;Olivia Rodrigo;3025404;30.04.21;['pop']
15;Heartbreak Anniversary;Giveon;3001724;30.04.21;['pop', 'r&b']
16;Botella Tras Botella;Gera MX;2987935;30.04.21;['mexican hip hop', 'rap conciencia']
17;Blinding Lights;The Weeknd;2913977;30.04.21;['canadian pop', 'canadian contemporary r&b', 'pop']
18;AM;Nio Garcia;2788728;30.04.21;['trap latino', 'reggaeton', 'latin']
19;telepatía;Kali Uchis;2769257;30.04.21;['colombian pop', 'pop']
20;DÁKITI;Bad Bunny;2716577;30.04.21;['trap latino', 'reggaeton', 'latin']
1;MONTERO (Call Me By Your Name);Lil Nas X;7101202;01.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6445643;01.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;4931520;01.05.21;['pop', 'dance pop']
4;Your Power;Billie Eilish;4642820;01.05.21;['pop', 'electropop']
5;Levitating (feat. DaBaby);Dua Lipa;4323962;01.05.21;['uk pop', 'pop', 'dance pop']
6;Astronaut In The Ocean;Masked Wolf;4097467;01.05.21;['australian hip hop']
7;Leave The Door Open;Bruno Mars;3836941;01.05.21;['pop', 'post-teen pop', 'dance pop']
8;RAPSTAR;Polo G;3834153;01.05.21;['chicago rap']
9;Fiel;Los Legendarios;3745094;01.05.21;['trap latino', 'reggaeton', 'latin']
10;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3655292;01.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;deja vu;Olivia Rodrigo;3063627;01.05.21;['pop']
12;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;3040298;01.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
13;Botella Tras Botella;Gera MX;2988823;01.05.21;['mexican hip hop', 'rap conciencia']
14;Pareja Del Año;Sebastian Yatra;2981340;01.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
15;Blinding Lights;The Weeknd;2873111;01.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;drivers license;Olivia Rodrigo;2872890;01.05.21;['pop']
17;Heartbreak Anniversary;Giveon;2841434;01.05.21;['pop', 'r&b']
18;AM;Nio Garcia;2810654;01.05.21;['trap latino', 'reggaeton', 'latin']
19;DÁKITI;Bad Bunny;2736153;01.05.21;['trap latino', 'reggaeton', 'latin']
20;telepatía;Kali Uchis;2672726;01.05.21;['colombian pop', 'pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6197914;02.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5613497;02.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;4445964;02.05.21;['pop', 'dance pop']
4;Your Power;Billie Eilish;4281142;02.05.21;['pop', 'electropop']
5;Levitating (feat. DaBaby);Dua Lipa;3781681;02.05.21;['uk pop', 'pop', 'dance pop']
6;Astronaut In The Ocean;Masked Wolf;3547763;02.05.21;['australian hip hop']
7;Leave The Door Open;Bruno Mars;3394000;02.05.21;['pop', 'post-teen pop', 'dance pop']
8;RAPSTAR;Polo G;3391223;02.05.21;['chicago rap']
9;Fiel;Los Legendarios;3229767;02.05.21;['trap latino', 'reggaeton', 'latin']
10;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3097541;02.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;deja vu;Olivia Rodrigo;2816053;02.05.21;['pop']
12;Pareja Del Año;Sebastian Yatra;2657750;02.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
13;Botella Tras Botella;Gera MX;2653161;02.05.21;['mexican hip hop', 'rap conciencia']
14;drivers license;Olivia Rodrigo;2632856;02.05.21;['pop']
15;Heartbreak Anniversary;Giveon;2587229;02.05.21;['pop', 'r&b']
16;Blinding Lights;The Weeknd;2468878;02.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
17;AM;Nio Garcia;2466125;02.05.21;['trap latino', 'reggaeton', 'latin']
18;telepatía;Kali Uchis;2387599;02.05.21;['colombian pop', 'pop']
19;DÁKITI;Bad Bunny;2384900;02.05.21;['trap latino', 'reggaeton', 'latin']
20;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2380264;02.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6426947;03.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5736638;03.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;4806239;03.05.21;['pop', 'dance pop']
4;Your Power;Billie Eilish;4789081;03.05.21;['pop', 'electropop']
5;Levitating (feat. DaBaby);Dua Lipa;3918859;03.05.21;['uk pop', 'pop', 'dance pop']
6;Astronaut In The Ocean;Masked Wolf;3713151;03.05.21;['australian hip hop']
7;Leave The Door Open;Bruno Mars;3540796;03.05.21;['pop', 'post-teen pop', 'dance pop']
8;RAPSTAR;Polo G;3480337;03.05.21;['chicago rap']
9;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3278387;03.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
10;Fiel;Los Legendarios;3276692;03.05.21;['trap latino', 'reggaeton', 'latin']
11;deja vu;Olivia Rodrigo;3088243;03.05.21;['pop']
12;Pareja Del Año;Sebastian Yatra;2946387;03.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
13;drivers license;Olivia Rodrigo;2801429;03.05.21;['pop']
14;Heartbreak Anniversary;Giveon;2711973;03.05.21;['pop', 'r&b']
15;Botella Tras Botella;Gera MX;2563763;03.05.21;['mexican hip hop', 'rap conciencia']
16;AM;Nio Garcia;2543985;03.05.21;['trap latino', 'reggaeton', 'latin']
17;telepatía;Kali Uchis;2505986;03.05.21;['colombian pop', 'pop']
18;Blinding Lights;The Weeknd;2494108;03.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
19;Runaway;AURORA;2401488;03.05.21;['norwegian pop', 'art pop']
20;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2384842;03.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6500007;04.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5817318;04.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5029334;04.05.21;['pop', 'dance pop']
4;Your Power;Billie Eilish;4608707;04.05.21;['pop', 'electropop']
5;Levitating (feat. DaBaby);Dua Lipa;4034388;04.05.21;['uk pop', 'pop', 'dance pop']
6;Astronaut In The Ocean;Masked Wolf;3763079;04.05.21;['australian hip hop']
7;Leave The Door Open;Bruno Mars;3630246;04.05.21;['pop', 'post-teen pop', 'dance pop']
8;RAPSTAR;Polo G;3548484;04.05.21;['chicago rap']
9;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3400261;04.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
10;Fiel;Los Legendarios;3309604;04.05.21;['trap latino', 'reggaeton', 'latin']
11;deja vu;Olivia Rodrigo;3196829;04.05.21;['pop']
12;Pareja Del Año;Sebastian Yatra;3060196;04.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
13;drivers license;Olivia Rodrigo;2849188;04.05.21;['pop']
14;Heartbreak Anniversary;Giveon;2715858;04.05.21;['pop', 'r&b']
15;AM;Nio Garcia;2604149;04.05.21;['trap latino', 'reggaeton', 'latin']
16;telepatía;Kali Uchis;2537477;04.05.21;['colombian pop', 'pop']
17;Blinding Lights;The Weeknd;2511669;04.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
18;Botella Tras Botella;Gera MX;2510693;04.05.21;['mexican hip hop', 'rap conciencia']
19;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2402344;04.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
20;Runaway;AURORA;2394629;04.05.21;['norwegian pop', 'art pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6466983;05.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5780378;05.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5099032;05.05.21;['pop', 'dance pop']
4;Your Power;Billie Eilish;4317787;05.05.21;['pop', 'electropop']
5;Levitating (feat. DaBaby);Dua Lipa;4056307;05.05.21;['uk pop', 'pop', 'dance pop']
6;Astronaut In The Ocean;Masked Wolf;3780833;05.05.21;['australian hip hop']
7;Leave The Door Open;Bruno Mars;3637058;05.05.21;['pop', 'post-teen pop', 'dance pop']
8;RAPSTAR;Polo G;3549030;05.05.21;['chicago rap']
9;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3339557;05.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
10;Fiel;Los Legendarios;3301409;05.05.21;['trap latino', 'reggaeton', 'latin']
11;deja vu;Olivia Rodrigo;3172041;05.05.21;['pop']
12;Pareja Del Año;Sebastian Yatra;3050488;05.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
13;drivers license;Olivia Rodrigo;2854918;05.05.21;['pop']
14;Heartbreak Anniversary;Giveon;2698773;05.05.21;['pop', 'r&b']
15;AM;Nio Garcia;2602809;05.05.21;['trap latino', 'reggaeton', 'latin']
16;telepatía;Kali Uchis;2547315;05.05.21;['colombian pop', 'pop']
17;Blinding Lights;The Weeknd;2523593;05.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
18;Botella Tras Botella;Gera MX;2480864;05.05.21;['mexican hip hop', 'rap conciencia']
19;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2458417;05.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
20;Runaway;AURORA;2379201;05.05.21;['norwegian pop', 'art pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6417792;06.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5788548;06.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5176712;06.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4095256;06.05.21;['uk pop', 'pop', 'dance pop']
5;Your Power;Billie Eilish;4059255;06.05.21;['pop', 'electropop']
6;Astronaut In The Ocean;Masked Wolf;3799830;06.05.21;['australian hip hop']
7;Leave The Door Open;Bruno Mars;3670906;06.05.21;['pop', 'post-teen pop', 'dance pop']
8;RAPSTAR;Polo G;3556815;06.05.21;['chicago rap']
9;Fiel;Los Legendarios;3363178;06.05.21;['trap latino', 'reggaeton', 'latin']
10;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3311337;06.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;deja vu;Olivia Rodrigo;3161399;06.05.21;['pop']
12;Pareja Del Año;Sebastian Yatra;3135822;06.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
13;drivers license;Olivia Rodrigo;2858982;06.05.21;['pop']
14;AM;Nio Garcia;2684456;06.05.21;['trap latino', 'reggaeton', 'latin']
15;Heartbreak Anniversary;Giveon;2663872;06.05.21;['pop', 'r&b']
16;Blinding Lights;The Weeknd;2576011;06.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
17;telepatía;Kali Uchis;2559578;06.05.21;['colombian pop', 'pop']
18;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2509142;06.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
19;Botella Tras Botella;Gera MX;2490426;06.05.21;['mexican hip hop', 'rap conciencia']
20;DÁKITI;Bad Bunny;2402592;06.05.21;['trap latino', 'reggaeton', 'latin']
1;MONTERO (Call Me By Your Name);Lil Nas X;6842410;07.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6201357;07.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5481801;07.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4440586;07.05.21;['uk pop', 'pop', 'dance pop']
5;i n t e r l u d e;J. Cole;4097821;07.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
6;Your Power;Billie Eilish;4024542;07.05.21;['pop', 'electropop']
7;Astronaut In The Ocean;Masked Wolf;3978625;07.05.21;['australian hip hop']
8;Leave The Door Open;Bruno Mars;3908897;07.05.21;['pop', 'post-teen pop', 'dance pop']
9;RAPSTAR;Polo G;3709256;07.05.21;['chicago rap']
10;Fiel;Los Legendarios;3676099;07.05.21;['trap latino', 'reggaeton', 'latin']
11;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3613530;07.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
12;Pareja Del Año;Sebastian Yatra;3424701;07.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
13;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;3300080;07.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
14;Miss The Rage (feat. Playboi Carti);Trippie Redd;3210837;07.05.21;['melodic rap', 'rap', 'trap']
15;deja vu;Olivia Rodrigo;3194078;07.05.21;['pop']
16;AM;Nio Garcia;2987434;07.05.21;['trap latino', 'reggaeton', 'latin']
17;drivers license;Olivia Rodrigo;2901905;07.05.21;['pop']
18;Blinding Lights;The Weeknd;2804373;07.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
19;Heartbreak Anniversary;Giveon;2693857;07.05.21;['pop', 'r&b']
20;telepatía;Kali Uchis;2653999;07.05.21;['colombian pop', 'pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6651404;08.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;6164770;08.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5327377;08.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4432922;08.05.21;['uk pop', 'pop', 'dance pop']
5;Astronaut In The Ocean;Masked Wolf;3866948;08.05.21;['australian hip hop']
6;Leave The Door Open;Bruno Mars;3855335;08.05.21;['pop', 'post-teen pop', 'dance pop']
7;Fiel;Los Legendarios;3804749;08.05.21;['trap latino', 'reggaeton', 'latin']
8;RAPSTAR;Polo G;3538628;08.05.21;['chicago rap']
9;Your Power;Billie Eilish;3521966;08.05.21;['pop', 'electropop']
10;Pareja Del Año;Sebastian Yatra;3424429;08.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
11;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3371463;08.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
12;AM;Nio Garcia;3106812;08.05.21;['trap latino', 'reggaeton', 'latin']
13;deja vu;Olivia Rodrigo;3046841;08.05.21;['pop']
14;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;3018091;08.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
15;Blinding Lights;The Weeknd;2820261;08.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;drivers license;Olivia Rodrigo;2772940;08.05.21;['pop']
17;Botella Tras Botella;Gera MX;2694730;08.05.21;['mexican hip hop', 'rap conciencia']
18;DÁKITI;Bad Bunny;2674309;08.05.21;['trap latino', 'reggaeton', 'latin']
19;Miss The Rage (feat. Playboi Carti);Trippie Redd;2608871;08.05.21;['melodic rap', 'rap', 'trap']
20;telepatía;Kali Uchis;2594450;08.05.21;['colombian pop', 'pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;5752475;09.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5267446;09.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;4752182;09.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;3839189;09.05.21;['uk pop', 'pop', 'dance pop']
5;Astronaut In The Ocean;Masked Wolf;3357653;09.05.21;['australian hip hop']
6;Leave The Door Open;Bruno Mars;3331311;09.05.21;['pop', 'post-teen pop', 'dance pop']
7;Fiel;Los Legendarios;3168839;09.05.21;['trap latino', 'reggaeton', 'latin']
8;RAPSTAR;Polo G;3025945;09.05.21;['chicago rap']
9;Your Power;Billie Eilish;2993527;09.05.21;['pop', 'electropop']
10;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2820325;09.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;Pareja Del Año;Sebastian Yatra;2818913;09.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
12;deja vu;Olivia Rodrigo;2767643;09.05.21;['pop']
13;AM;Nio Garcia;2585990;09.05.21;['trap latino', 'reggaeton', 'latin']
14;drivers license;Olivia Rodrigo;2505388;09.05.21;['pop']
15;Blinding Lights;The Weeknd;2421011;09.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
16;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2397599;09.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
17;Botella Tras Botella;Gera MX;2371659;09.05.21;['mexican hip hop', 'rap conciencia']
18;Heartbreak Anniversary;Giveon;2334637;09.05.21;['pop', 'r&b']
19;Miss The Rage (feat. Playboi Carti);Trippie Redd;2302041;09.05.21;['melodic rap', 'rap', 'trap']
20;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2301345;09.05.21;['london rap']
1;MONTERO (Call Me By Your Name);Lil Nas X;5902812;10.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5302546;10.05.21;['canadian pop', 'post-teen pop', 'pop']
